state,customer_lifetime_value,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
,10978,no,extended,bachelor,employed,f,92914,suburban,married,136,24,55,0.0,8,personal auto,personal l1,offer1,agent,979,sports car,large,2
arizona,4538,no,basic,bachelor,employed,m,82297,rural,single,116,5,62,0.0,1,personal auto,personal l3,offer1,call center,0,sports car,medsize,2
oregon,2415,no,basic,college,employed,f,40903,suburban,married,61,12,5,0.0,1,corporate auto,corporate l3,offer2,call center,409,four-door car,small,2
oregon,11628,no,extended,bachelor,employed,f,97830,urban,married,96,3,61,0.0,2,personal auto,personal l3,offer1,agent,298,four-door car,small,2
california,18611,no,extended,master,employed,f,49673,urban,married,232,27,57,0.0,7,personal auto,personal l3,offer2,web,1021,luxury suv,medsize,1
,11255,no,extended,bachelor,employed,f,88858,urban,married,93,2,60,0.0,2,personal auto,personal l2,offer2,agent,310,four-door car,small,2
washington,4974,yes,basic,bachelor,employed,m,75644,suburban,divorced,65,5,68,3.0,9,corporate auto,corporate l3,offer2,branch,467,two-door car,medsize,1
,6992,no,extended,college,employed,f,94652,suburban,married,86,18,88,0.0,3,personal auto,personal l3,offer1,branch,412,four-door car,medsize,2
oregon,3451,no,basic,college,unemployed,f,0,suburban,divorced,104,19,65,2.0,1,personal auto,personal l1,offer1,branch,499,suv,small,1
california,14627,no,extended,college,employed,f,40711,suburban,married,121,12,38,0.0,2,personal auto,personal l3,offer3,web,580,suv,medsize,2
california,6005,yes,extended,college,retired,m,13528,suburban,single,86,21,35,0.0,3,personal auto,personal l3,offer1,agent,412,four-door car,medsize,2
oregon,5168,no,basic,high school or below,employed,f,81182,suburban,single,64,3,45,0.0,8,corporate auto,corporate l2,offer2,branch,307,four-door car,small,1
arizona,8203,no,basic,high school or below,employed,m,38595,suburban,divorced,74,5,42,3.0,2,personal auto,personal l3,offer1,branch,415,four-door car,medsize,1
california,8915,no,extended,bachelor,employed,f,31991,suburban,single,81,15,22,3.0,2,personal auto,personal l2,offer2,agent,548,four-door car,small,1
arizona,2813,no,basic,doctor,employed,f,50397,suburban,married,70,34,77,0.0,1,corporate auto,corporate l1,offer2,web,350,four-door car,small,1
oregon,11925,no,basic,high school or below,employed,m,28014,suburban,single,104,14,37,0.0,2,personal auto,personal l2,offer4,branch,631,suv,small,1
california,4126,no,premium,college,employed,m,34080,rural,married,107,11,48,1.0,1,personal auto,personal l3,offer4,branch,220,four-door car,medsize,2
oregon,15417,no,extended,college,employed,f,84376,rural,married,96,5,54,0.0,2,personal auto,personal l3,offer4,branch,43,four-door car,medsize,2
oregon,15114,yes,basic,high school or below,medical leave,f,28513,suburban,married,100,4,22,1.0,2,personal auto,personal l2,offer2,call center,480,suv,medsize,1
,9191,no,basic,high school or below,employed,m,77603,suburban,married,114,10,83,0.0,8,personal auto,personal l1,offer2,call center,547,suv,medsize,1
washington,12200,no,basic,college,employed,f,60282,rural,married,102,23,87,0.0,2,corporate auto,corporate l3,offer1,agent,120,suv,large,2
arizona,4636,yes,basic,college,retired,m,26802,suburban,married,66,7,43,1.0,5,personal auto,personal l3,offer2,agent,316,two-door car,medsize,1
california,2790,no,basic,college,employed,m,28786,suburban,married,71,30,69,1.0,1,personal auto,personal l3,offer1,agent,345,four-door car,medsize,1
nevada,7126,no,basic,college,medical leave,m,17483,suburban,married,183,24,63,0.0,1,personal auto,personal l1,offer2,web,1317,luxury car,large,2
arizona,11834,no,extended,bachelor,unemployed,f,0,suburban,single,85,12,37,0.0,2,personal auto,personal l2,offer2,agent,612,four-door car,medsize,2
arizona,4983,no,basic,bachelor,employed,m,28726,suburban,divorced,65,13,88,0.0,3,personal auto,personal l1,offer1,agent,468,four-door car,small,2
washington,2414,no,basic,bachelor,employed,m,79271,urban,married,62,24,63,4.0,1,personal auto,personal l3,offer2,agent,232,four-door car,medsize,2
california,7611,no,premium,high school or below,unemployed,f,0,suburban,single,103,33,54,0.0,3,special auto,special l2,offer1,agent,741,four-door car,medsize,1
california,7868,no,basic,bachelor,unemployed,f,0,suburban,married,107,28,14,0.0,7,personal auto,personal l3,offer1,agent,513,suv,small,1
california,14031,no,premium,bachelor,employed,f,91061,suburban,married,116,22,95,0.0,2,personal auto,personal l2,offer1,agent,556,four-door car,medsize,2
arizona,5801,no,basic,master,employed,f,48927,rural,divorced,72,1,51,0.0,9,personal auto,personal l2,offer1,agent,139,four-door car,medsize,2
arizona,9408,no,extended,bachelor,unemployed,f,0,suburban,single,85,11,27,0.0,2,corporate auto,corporate l2,offer1,agent,408,four-door car,medsize,1
,8396,no,basic,master,unemployed,f,0,suburban,married,115,18,80,1.0,3,personal auto,personal l2,offer3,web,552,suv,medsize,2
,6066,no,extended,college,employed,m,32627,suburban,married,76,11,60,0.0,7,personal auto,personal l2,offer1,agent,380,two-door car,small,2
oregon,7897,no,basic,high school or below,unemployed,f,0,suburban,single,72,8,54,0.0,2,personal auto,personal l2,offer1,agent,518,,,1
nevada,11130,no,extended,bachelor,employed,f,42928,suburban,married,93,15,65,0.0,2,personal auto,personal l3,offer1,call center,651,four-door car,large,1
oregon,8937,no,extended,high school or below,unemployed,m,0,suburban,married,126,16,69,0.0,8,personal auto,personal l2,offer1,branch,604,suv,small,1
oregon,3903,no,extended,high school or below,employed,m,51833,rural,divorced,99,1,18,0.0,1,personal auto,personal l3,offer3,agent,190,four-door car,medsize,2
california,8496,no,basic,high school or below,employed,f,44624,rural,married,71,10,79,1.0,2,special auto,special l3,offer4,web,73,four-door car,medsize,2
arizona,4472,no,basic,doctor,employed,f,53519,urban,married,111,7,37,0.0,1,corporate auto,corporate l2,offer4,call center,520,suv,medsize,1
oregon,8231,no,basic,college,unemployed,f,0,urban,divorced,113,4,70,0.0,4,personal auto,personal l3,offer1,web,373,suv,medsize,1
oregon,2665,no,basic,bachelor,employed,f,81538,urban,divorced,66,3,46,0.0,1,personal auto,personal l1,offer4,call center,272,four-door car,small,1
arizona,7751,no,basic,college,unemployed,f,0,suburban,single,105,14,21,0.0,7,personal auto,personal l3,offer2,agent,756,suv,large,2
arizona,10196,no,basic,high school or below,unemployed,m,0,suburban,single,100,9,75,0.0,2,corporate auto,corporate l3,offer4,web,720,suv,medsize,1
oregon,2360,no,basic,high school or below,unemployed,f,0,suburban,single,65,14,5,0.0,1,corporate auto,corporate l3,offer1,web,468,four-door car,small,1
california,2642,no,basic,college,employed,m,58729,rural,married,68,2,67,2.0,1,corporate auto,corporate l3,offer1,web,94,four-door car,medsize,1
california,2378,no,basic,bachelor,employed,m,54753,suburban,single,61,5,99,0.0,1,personal auto,personal l2,offer1,agent,292,four-door car,medsize,1
california,3980,no,extended,high school or below,employed,m,98333,urban,married,99,16,69,1.0,1,personal auto,personal l3,offer1,branch,459,,,1
oregon,13995,no,extended,high school or below,employed,f,48245,suburban,married,121,16,21,3.0,2,personal auto,personal l3,offer1,agent,580,suv,medsize,2
arizona,7268,no,extended,master,employed,f,38179,urban,married,90,12,91,1.0,3,personal auto,personal l1,offer1,call center,374,four-door car,medsize,2
nevada,6486,no,extended,high school or below,employed,f,87210,urban,single,81,3,26,0.0,9,personal auto,personal l2,offer3,call center,353,four-door car,medsize,2
oregon,6459,no,extended,high school or below,employed,m,23235,suburban,married,82,15,46,0.0,3,personal auto,personal l3,offer2,call center,483,four-door car,large,1
california,8193,no,basic,college,medical leave,f,12780,rural,married,111,17,53,2.0,6,personal auto,personal l1,offer2,call center,225,sports car,medsize,1
arizona,2352,no,basic,college,unemployed,f,0,suburban,divorced,64,4,61,0.0,1,corporate auto,corporate l2,offer1,branch,381,four-door car,medsize,1
oregon,2676,no,basic,high school or below,employed,f,54480,suburban,married,67,19,91,0.0,1,personal auto,personal l1,offer2,branch,321,four-door car,small,2
oregon,5142,no,extended,bachelor,employed,f,35666,rural,divorced,131,12,76,0.0,1,personal auto,personal l2,offer2,call center,312,suv,small,1
california,4877,no,basic,high school or below,disabled,m,20178,suburban,divorced,69,26,52,2.0,6,corporate auto,corporate l3,offer1,branch,331,four-door car,medsize,1
washington,24636,no,basic,high school or below,employed,m,73716,rural,married,103,2,91,0.0,2,special auto,special l2,offer1,call center,162,sports car,medsize,1
oregon,13158,no,basic,bachelor,employed,f,72845,urban,married,108,13,28,0.0,2,personal auto,personal l2,offer1,call center,463,suv,small,1
california,5509,no,basic,bachelor,employed,m,34236,suburban,married,70,3,87,0.0,8,corporate auto,corporate l2,offer1,agent,336,four-door car,small,2
oregon,3118,no,extended,college,employed,f,88782,urban,divorced,78,6,38,0.0,1,personal auto,personal l3,offer4,web,357,four-door car,large,2
california,2195,no,basic,high school or below,unemployed,f,0,suburban,single,63,27,47,0.0,1,corporate auto,corporate l3,offer2,branch,617,two-door car,small,1
california,4419,no,basic,master,unemployed,f,0,suburban,married,112,16,12,0.0,1,personal auto,personal l3,offer1,agent,537,suv,medsize,1
california,19337,no,extended,college,employed,m,26488,suburban,divorced,247,21,39,0.0,7,personal auto,personal l2,offer1,web,1321,luxury suv,medsize,2
oregon,56675,no,premium,college,employed,f,77237,suburban,married,283,33,93,0.0,2,personal auto,personal l1,offer4,web,1358,luxury suv,medsize,1
oregon,9774,no,extended,high school or below,employed,m,96018,urban,married,122,8,60,0.0,3,personal auto,personal l3,offer2,web,390,suv,medsize,2
oregon,6126,no,extended,high school or below,employed,m,61139,suburban,married,76,4,16,0.0,4,personal auto,personal l2,offer2,web,364,four-door car,medsize,1
oregon,3293,no,extended,college,unemployed,f,0,suburban,single,94,3,40,0.0,1,corporate auto,corporate l1,offer3,call center,676,four-door car,large,2
california,8434,no,basic,bachelor,employed,m,44216,rural,married,71,15,36,0.0,2,personal auto,personal l2,offer1,agent,72,four-door car,large,2
oregon,12944,no,basic,bachelor,unemployed,m,0,suburban,single,191,27,49,0.0,3,personal auto,personal l3,offer1,agent,1375,luxury car,medsize,2
california,8420,no,basic,college,disabled,m,28617,suburban,married,112,20,57,0.0,9,personal auto,personal l2,offer3,agent,797,suv,medsize,2
california,7634,no,premium,high school or below,unemployed,f,0,suburban,single,106,9,64,0.0,3,corporate auto,corporate l3,offer1,branch,763,four-door car,medsize,1
washington,13223,no,extended,bachelor,employed,m,37534,suburban,married,84,2,0,2.0,2,personal auto,personal l3,offer3,branch,403,four-door car,medsize,2
california,9080,no,basic,high school or below,employed,m,69853,rural,married,114,15,42,2.0,3,personal auto,personal l1,offer1,call center,244,suv,medsize,2
,4879,no,basic,master,employed,f,67163,rural,married,61,17,41,2.0,5,personal auto,personal l1,offer1,call center,33,two-door car,small,1
oregon,6707,no,basic,bachelor,unemployed,m,0,suburban,divorced,65,1,30,0.0,2,personal auto,personal l2,offer4,agent,360,four-door car,medsize,2
california,27069,no,extended,bachelor,employed,f,22955,suburban,single,92,6,23,3.0,2,personal auto,personal l3,offer3,branch,441,four-door car,small,1
arizona,3589,no,extended,college,employed,m,79298,urban,married,90,22,2,0.0,1,personal auto,personal l1,offer2,call center,244,four-door car,medsize,1
,7555,no,premium,college,unemployed,m,0,suburban,single,114,15,50,0.0,3,personal auto,personal l3,offer1,branch,820,four-door car,medsize,2
washington,2891,no,basic,master,employed,m,21979,suburban,married,73,7,86,0.0,1,personal auto,personal l3,offer2,branch,518,two-door car,small,1
arizona,5674,no,basic,college,unemployed,m,0,suburban,married,62,13,6,5.0,2,personal auto,personal l3,offer1,agent,297,four-door car,medsize,1
california,3573,no,basic,bachelor,unemployed,f,0,suburban,single,109,25,21,1.0,1,personal auto,personal l3,offer1,call center,523,suv,medsize,1
california,3358,no,extended,bachelor,employed,f,59367,rural,married,84,6,48,0.0,1,personal auto,personal l3,offer2,agent,6,four-door car,medsize,1
oregon,3939,yes,extended,bachelor,employed,f,60021,suburban,married,99,12,28,0.0,1,corporate auto,corporate l2,offer2,agent,882,four-door car,small,1
california,9445,no,extended,bachelor,employed,f,93246,rural,married,78,31,24,0.0,2,personal auto,personal l3,offer4,branch,41,two-door car,medsize,1
california,6862,no,extended,high school or below,employed,f,54780,rural,married,88,22,72,3.0,5,personal auto,personal l3,offer1,agent,135,four-door car,large,2
california,5078,no,basic,bachelor,employed,m,35289,rural,married,65,34,94,0.0,3,personal auto,personal l1,offer4,web,123,four-door car,medsize,1
nevada,4869,no,extended,college,medical leave,m,23811,suburban,divorced,130,20,8,0.0,1,personal auto,personal l3,offer1,web,624,suv,large,1
california,5243,no,basic,master,employed,f,44851,suburban,divorced,66,28,51,0.0,3,corporate auto,corporate l2,offer3,web,439,four-door car,medsize,1
california,2538,yes,basic,bachelor,retired,m,18608,suburban,divorced,71,13,24,0.0,1,corporate auto,corporate l3,offer2,web,340,four-door car,medsize,2
california,19237,no,basic,bachelor,unemployed,m,0,suburban,single,196,31,78,0.0,2,corporate auto,corporate l1,offer2,call center,2092,luxury car,medsize,2
washington,9657,yes,extended,high school or below,unemployed,m,0,suburban,married,131,34,61,0.0,9,corporate auto,corporate l1,offer1,agent,628,suv,medsize,1
,3974,no,basic,bachelor,unemployed,m,0,suburban,single,117,9,78,0.0,1,personal auto,personal l3,offer2,agent,561,suv,medsize,1
arizona,4139,no,basic,doctor,employed,f,45281,rural,married,104,13,84,1.0,1,personal auto,personal l2,offer1,branch,65,sports car,medsize,2
,6778,no,extended,high school or below,unemployed,m,0,suburban,single,96,2,84,0.0,9,personal auto,personal l3,offer2,agent,460,four-door car,small,2
california,4698,no,extended,high school or below,medical leave,f,26411,suburban,married,126,25,9,1.0,1,corporate auto,corporate l3,offer3,agent,604,suv,medsize,1
oregon,2703,no,basic,high school or below,unemployed,m,0,suburban,married,71,6,46,0.0,1,personal auto,personal l3,offer2,agent,497,two-door car,small,1
california,4118,yes,premium,bachelor,employed,f,69379,suburban,single,103,14,79,0.0,1,personal auto,personal l3,offer1,branch,494,two-door car,medsize,1
california,8730,no,basic,high school or below,employed,m,43259,suburban,married,73,12,18,0.0,2,personal auto,personal l2,offer1,branch,350,four-door car,medsize,2
california,4547,no,basic,college,unemployed,m,0,suburban,single,67,26,4,0.0,3,personal auto,personal l1,offer1,call center,321,two-door car,medsize,2
california,5479,yes,basic,master,employed,m,56005,suburban,married,68,31,30,1.0,3,corporate auto,corporate l2,offer1,branch,326,four-door car,small,1
california,2503,no,basic,bachelor,employed,f,47285,suburban,married,63,7,3,0.0,1,personal auto,personal l3,offer4,call center,302,four-door car,medsize,2
nevada,4013,no,extended,doctor,employed,f,93284,suburban,married,99,7,26,0.0,1,personal auto,personal l3,offer3,web,475,two-door car,medsize,2
washington,4112,no,basic,high school or below,unemployed,m,0,suburban,single,71,16,90,3.0,9,personal auto,personal l2,offer1,agent,569,four-door car,medsize,1
arizona,10970,no,extended,college,employed,f,38873,suburban,married,92,6,33,0.0,2,personal auto,personal l2,offer2,branch,599,,,2
,7783,no,basic,master,employed,f,48689,suburban,married,191,15,18,0.0,1,personal auto,personal l3,offer1,call center,985,luxury car,medsize,1
,2725,no,basic,master,employed,f,36650,rural,married,69,2,70,1.0,1,personal auto,personal l1,offer2,web,56,four-door car,large,1
